Modèle,mAP50,mAP50-95,Précision,Rappel,Vitesse Inférence (ms),Fitness
YOLOv8n-OBB,0.9788774167383316,0.8607610756022384,0.9326024681470714,0.9578521851802495,16.67020000119616,0.8607610756022384
YOLOv8s-OBB,0.9814349877914728,0.8883858092004837,0.9324312040331398,0.9666662129716632,16.900016664294526,0.8883858092004837
