Image à tester,Confidence,IOU,Image annotée,timestamp
.gradio\flagged\Image à tester\293e68c91aed32d80a03\image29.jpg,0.25,0.45,.gradio\flagged\Image annotée\f1d9396f23913aa9a89f\image.webp,2026-05-26 14:09:13.755125
