Image à tester,Confidence,IOU,Lisser les masques,Alpha overlay,Image annotée,timestamp
.gradio\flagged\Image à tester\1de1285b676da47196c5\image8.jpg,0.2,0.5,true,1,.gradio\flagged\Image annotée\cacd698721a40f4a7ee6\image.webp,2026-05-26 14:31:27.289878
